relative_path,title,year,codec,resolution,width,height,fps,duration_sec,size_gb,bitrate_kbps,bpp,status_flag,audio
The Bourne Ultimatum 2007 2160p BluRay DTS-X 7 1 DV HDR10 x265-MainFrame/The Bourne Ultimatum 2007 2160p BluRay DTS-X 7 1 DV HDR10 x265-MainFrame.mkv,The Bourne Ultimatum,2007,HEVC,2160p,3840,1600,23.976,6915.03,19.88,24699.1,0.1677,REFERENCE/HEAVY,DTS 8ch
The.Bridge.on.the.River.Kwai.1957.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-BHDStudio/The.Bridge.on.the.River.Kwai.1957.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-BHDStudio.mp4,The Bridge on the River Kwai,1957,HEVC,2160p,3840,1508,23.976,9688.7,18.93,16783.5,0.1209,OPTIMAL,EAC3 8ch
The.Da.Vinci.Code.2006.Extended.Cut.UHD.BluRay.2160p.DDP.Atmos.5.1.DV.HDR.x265-hallowed.mkv-xpost/The.Da.Vinci.Code.2006.Extended.Cut.UHD.BluRay.2160p.DDP.Atmos.5.1.DV.HDR.x265-hallowed.mkv-xpost.mkv,The Da Vinci Code,2006,HEVC,2160p,3840,1604,23.976,10477.47,23.33,19123.1,0.1295,OPTIMAL,EAC3 6ch
The Dark Knight 2008 Bluray 2160p AV1 HDR10 OPUS 5 1-UH/The Dark Knight 2008 Bluray 2160p AV1 HDR10 OPUS 5 1-UH.mkv,The Dark Knight,2008,AV1,2160p,3840,2160,23.976,9132.26,9.54,8972.9,0.0451,OPTIMAL,OPUS 6ch
The.Dark.Knight.Rises.2012.2160p.BluRay.DTS-HD.MA.5.1.DV.HDR.AV1-R and H/The.Dark.Knight.Rises.2012.2160p.BluRay.DTS-HD.MA.5.1.DV.HDR.AV1-R and H.mkv,The Dark Knight Rises,2012,AV1,2160p,3840,2160,23.976,9872.28,15.34,13346.5,0.0671,OPTIMAL,DTS 6ch
The.Departed.2006.2160p.UHD.BluRay.DD+5.1.HDR.AV1-Smokindevil/The.Departed.2006.2160p.UHD.BluRay.DD+5.1.HDR.AV1-Smokindevil.mkv,The Departed,2006,AV1,2160p,3840,1608,23.976,9078.74,6.32,5978.6,0.0404,STARVED,EAC3 6ch
The Devil Wears Prada 2 2026 HYBRID 2160p MA WEB-DL DDP5 1 Atmos DV HDR10P H 265-BYNDR/The Devil Wears Prada 2 2026 HYBRID 2160p MA WEB-DL DDP5 1 Atmos DV HDR10P H 265-BYNDR.mkv,The Devil Wears Prada 2,2026,HEVC,2160p,3840,2160,24.0,7140.83,21.32,25645.6,0.1288,OPTIMAL,EAC3 6ch
The.Drama.2026.2160p.HMAX.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/The.Drama.2026.2160p.HMAX.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,The Drama,2026,HEVC,2160p,3840,2080,23.976,6326.3,15.09,20490.8,0.107,OPTIMAL,EAC3 6ch
The.Elephant.Man.1980.UHD.BluRay.2160p.DD.2.0.DV.HDR.x265-BHDStudio/The.Elephant.Man.1980.UHD.BluRay.2160p.DD.2.0.DV.HDR.x265-BHDStudio.mp4,The Elephant Man,1980,HEVC,2160p,3840,1636,24.0,7386.27,14.17,16475.7,0.1093,OPTIMAL,AC3 2ch
The.Exorcist.1973.Director s.Cut.2160p.BluRay.TrueHD.Atmos.7.1.HDR10.AV1-R and H/The.Exorcist.1973.Director s.Cut.2160p.BluRay.TrueHD.Atmos.7.1.HDR10.AV1-R and H.mkv,The Exorcist,1973,AV1,2160p,3840,2160,23.976,7940.39,10.73,11611.1,0.0584,OPTIMAL,TRUEHD 8ch
The.Father.2020.2160p.AMZN.WEB-DL.DDP5.1.HDR.HEVC-CMRG/The.Father.2020.2160p.AMZN.WEB-DL.DDP5.1.HDR.HEVC-CMRG.mkv,The Father,2020,HEVC,2160p,3840,1600,23.976,5817.22,10.29,15199.6,0.1032,OPTIMAL,EAC3 6ch
The.General.1926.BluRay.1080p.DD.5.1.x264-BHDStudio/The.General.1926.BluRay.1080p.DD.5.1.x264-BHDStudio.mp4,The General,1926,H264,1080p,1420,1080,23.976,4785.66,4.72,8468.9,0.2303,RES-ANOMALY,AC3 6ch
The.Godfather.1972.2160p.BluRay.TrueHD.5.1.DV.HDR.AV1-R and H/The.Godfather.1972.2160p.BluRay.TrueHD.5.1.DV.HDR.AV1-R and H.mkv,The Godfather,1972,AV1,2160p,3840,2160,23.976,10602.76,16.62,13462.9,0.0677,OPTIMAL,TRUEHD 6ch
The.Godfather.Part.II.1974.2160p.BluRay.TrueHD.5.1.DV.HDR.AV1-R and H/The.Godfather.Part.II.1974.2160p.BluRay.TrueHD.5.1.DV.HDR.AV1-R and H.mkv,The Godfather Part II,1974,AV1,2160p,3840,2160,23.976,12033.66,18.14,12946.7,0.0651,OPTIMAL,TRUEHD 6ch
The.Good.the.Bad.and.the.Ugly.1966.Extended.Cut.1080p.UHD.BluRay.DoVi.HDR10.x265-CtrlHD/The.Good.the.Bad.and.the.Ugly.1966.Extended.Cut.1080p.UHD.BluRay.DoVi.HDR10.x265-CtrlHD.mkv,The Good the Bad and the Ugly,1966,HEVC,1080p,1920,816,23.976,10723.1,33.21,26602.1,0.7082,RES-ANOMALY,EAC3 6ch
The.Grand.Budapest.Hotel.2014.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed/The.Grand.Budapest.Hotel.2014.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed.mkv,The Grand Budapest Hotel,2014,HEVC,2160p,3840,2076,23.976,5995.61,13.1,18766.2,0.0982,OPTIMAL,EAC3 6ch
The.Great.Dictator.1940.1080p.AMZN.WEB-DL.DDP.2.0.H.264-PiRaTeS/The.Great.Dictator.1940.1080p.AMZN.WEB-DL.DDP.2.0.H.264-PiRaTeS.mkv,The Great Dictator,1940,H264,1080p,1440,1080,23.976,7515.46,7.6,8686.1,0.2329,RES-ANOMALY,EAC3 2ch
The.Great.Escape.1963.UHD.BluRay.2160p.DDP.5.1.DV.HDR10Plus.x265-hallowed/The.Great.Escape.1963.UHD.BluRay.2160p.DDP.5.1.DV.HDR10Plus.x265-hallowed.mkv,The Great Escape,1963,HEVC,2160p,3840,1632,23.976,10334.78,20.16,16753.9,0.1115,OPTIMAL,EAC3 6ch
The.Green.Mile.1999.UHD.BluRay.2160p.TrueHD.7.1.Atmos.DV.HDR.AV1-RandH/The.Green.Mile.1999.UHD.BluRay.2160p.TrueHD.7.1.Atmos.DV.HDR.AV1-RandH.mkv,The Green Mile,1999,AV1,2160p,3840,2160,23.976,11315.58,14.21,10789.3,0.0543,OPTIMAL,TRUEHD 8ch
The.Handmaiden.2016.2160p.AMZN.WEB-DL.DDP5.1.HDR.H.265-Kitsune/The.Handmaiden.2016.2160p.AMZN.WEB-DL.DDP5.1.HDR.H.265-Kitsune.mkv,The Handmaiden,2016,HEVC,2160p,3840,1600,23.976,8723.3,15.8,15555.9,0.1056,OPTIMAL,EAC3 6ch
The.Hunt.2012.1080p.BluRay.Opus.5.1.AV1-KIMJI/The.Hunt.2012.1080p.BluRay.Opus.5.1.AV1-KIMJI.mkv,The Hunt,2012,AV1,1080p,1920,816,23.976,6936.53,3.37,4173.4,0.1111,RES-ANOMALY,OPUS 6ch
The.Ides.of.March.2011.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS/The.Ides.of.March.2011.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS.mkv,The Ides of March,2011,H264,1080p,1920,1080,23.976,6073.09,6.74,9530.8,0.1917,RES-ANOMALY,EAC3 6ch
The.Incredibles.2004.2160p.BluRay.TrueHD.Atmos.7.1.DV.HDR10.x265-MainFrame/The.Incredibles.2004.2160p.BluRay.TrueHD.Atmos.7.1.DV.HDR10.x265-MainFrame.mkv,The Incredibles,2004,HEVC,2160p,3840,1604,23.976,6926.69,19.47,24147.8,0.1635,REFERENCE/HEAVY,TRUEHD 8ch
The.Intouchables.2011.1080p.BluRay.Opus.5.1.AV1-KIMJI/The.Intouchables.2011.1080p.BluRay.Opus.5.1.AV1-KIMJI.mkv,The Intouchables,2011,AV1,1080p,1920,1040,24.0,6737.12,3.86,4923.9,0.1027,RES-ANOMALY,OPUS 6ch
The.Iron.Giant.1999.Directors.Cut.1080p.BluRay.DDP5.1.x264-ATELiER/The.Iron.Giant.1999.Directors.Cut.1080p.BluRay.DDP5.1.x264-ATELiER.mkv,The Iron Giant,1999,H264,1080p,1920,800,23.976,5398.57,10.89,17325.6,0.4705,RES-ANOMALY,EAC3 6ch
The.Kid.1921.Original.Cut.Hybrid.1080p.BluRay.DD2.0.x264-BMF/The.Kid.1921.Original.Cut.Hybrid.1080p.BluRay.DD2.0.x264-BMF.mkv,The Kid,1921,H264,1080p,1440,1080,19.98,4097.19,10.18,21347.5,0.687,RES-ANOMALY,AC3 2ch
The Lion King-1994-2160p DSNP WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English-HONE-/The Lion King-1994-2160p DSNP WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English-HONE-.mkv,The Lion King-1994-2160p DSNP WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English-HONE-,0,HEVC,2160p,3840,2160,23.976,5301.34,10.38,16814.1,0.0845,OPTIMAL,EAC3 6ch
The.Lives.of.Others.2006.Remaster.1080p.BluRay.DD+5.1.x264-TayTO/The.Lives.of.Others.2006.Remaster.1080p.BluRay.DD+5.1.x264-TayTO.mkv,The Lives of Others,2006,H264,1080p,1918,818,24.0,8244.74,18.48,19258.3,0.5115,RES-ANOMALY,EAC3 6ch
The.Lord.of.the.Rings.The.Fellowship.of.the.Ring.2001.Extended.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-CoSMiCSuRFeR/The.Lord.of.the.Rings.The.Fellowship.of.the.Ring.2001.Extended.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-CoSMiCSuRFeR.mkv,The Lord of the Rings The Fellowship of the Ring,2001,AV1,2160p,3840,1608,23.976,13691.74,30.91,19394.1,0.131,REFERENCE/HEAVY,TRUEHD 8ch
The.Lord.of.the.Rings.The.Return.of.the.King.2003.Extended.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-CoSMiCSuRFeR/The.Lord.of.the.Rings.The.Return.of.the.King.2003.Extended.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-CoSMiCSuRFeR.mkv,The Lord of the Rings The Return of the King,2003,AV1,2160p,3840,1608,23.976,15790.78,41.34,22487.9,0.1519,REFERENCE/HEAVY,TRUEHD 8ch
The.Lord.of.the.Rings.The.Two.Towers.2002.Extended.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-CoSMiCSuRFeR/The.Lord.of.the.Rings.The.Two.Towers.2002.Extended.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-CoSMiCSuRFeR.mkv,The Lord of the Rings The Two Towers,2002,AV1,2160p,3840,1608,23.976,14125.15,29.93,18199.1,0.1229,REFERENCE/HEAVY,TRUEHD 8ch
The.Lost.World.Jurassic.Park.1997.PROPER.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-hallowed/The.Lost.World.Jurassic.Park.1997.PROPER.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-hallowed.mkv,The Lost World Jurassic Park,1997,HEVC,2160p,3840,2076,23.976,7719.17,16.95,18866.4,0.0987,OPTIMAL,EAC3 8ch
The.Mandalorian.and.Grogu.2026.IMAX.2160p.HDR10.DV.Hybrid.MA.Webrip.AV1.10bit.EAC3.5.1.Atmos-Goki-TAoE/The.Mandalorian.and.Grogu.2026.IMAX.2160p.HDR10.DV.Hybrid.MA.Webrip.AV1.10bit.EAC3.5.1.Atmos-Goki-TAoE.mkv,The Mandalorian and Grogu,2026,AV1,2160p,3840,2160,24.0,7918.11,8.24,8943.2,0.0449,STARVED,EAC3 6ch
The.Matrix.1999.2160p.HDR.UHD.BluRay.AV1.DDP5.1.Atmos.Multi4-dAV1nci/The.Matrix.1999.2160p.HDR.UHD.BluRay.AV1.DDP5.1.Atmos.Multi4-dAV1nci.mkv,The Matrix,1999,AV1,2160p,3840,1600,23.976,8178.69,12.26,12878.4,0.0874,REFERENCE/HEAVY,EAC3 6ch
The.Outsiders.1983.Collectors.Edition.NLD.1080p.BluRay.DTS.x264-decibeL/The.Outsiders.1983.Collectors.Edition.NLD.1080p.BluRay.DTS.x264-decibeL.mkv,The Outsiders,1983,H264,1080p,1920,798,23.976,6896.31,11.58,14422.7,0.3926,RES-ANOMALY,DTS 6ch
The.Perks.of.Being.a.Wallflower.2012.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS/The.Perks.of.Being.a.Wallflower.2012.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS.mkv,The Perks of Being a Wallflower,2012,H264,1080p,1920,1080,24.0,6156.13,10.52,14679.5,0.295,RES-ANOMALY,EAC3 6ch
The.Pianist.2002.Bluray.1080p.AV1.OPUS.5.1-UH/The.Pianist.2002.Bluray.1080p.AV1.OPUS.5.1-UH.mkv,The Pianist,2002,AV1,1080p,1920,1036,24.0,8924.06,5.78,5563.0,0.1165,RES-ANOMALY,OPUS 6ch
The.Place.Beyond.the.Pines.2013.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed/The.Place.Beyond.the.Pines.2013.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed.mkv,The Place Beyond the Pines,2013,HEVC,2160p,3840,1600,23.976,8425.17,18.35,18711.8,0.127,OPTIMAL,EAC3 6ch
The.Prestige.2006.2160p.BluRay.DTS-HD.MA.5.1.DV.HDR.AV1-R and H/The.Prestige.2006.2160p.BluRay.DTS-HD.MA.5.1.DV.HDR.AV1-R and H.mkv,The Prestige,2006,AV1,2160p,3840,2160,23.976,7824.4,11.83,12991.8,0.0653,OPTIMAL,DTS 6ch
The.Right.Stuff.1983.BluRay.1080p.DD.5.1.x264-BHDStudio/The.Right.Stuff.1983.BluRay.1080p.DD.5.1.x264-BHDStudio.mp4,The Right Stuff,1983,H264,1080p,1920,1080,23.976,11564.74,11.55,8580.6,0.1726,RES-ANOMALY,AC3 6ch
The.Rip.2026.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/The.Rip.2026.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv,The Rip,2026,HEVC,2160p,3840,2160,24.0,6900.33,15.25,18986.7,0.0954,OPTIMAL,EAC3 6ch
The.Secret.in.Their.Eyes.2009.1080p.BluRay.x264-EbP/The.Secret.in.Their.Eyes.2009.1080p.BluRay.x264-EbP.mkv,The Secret in Their Eyes,2009,H264,1080p,1920,816,23.976,7755.78,8.87,9826.7,0.2616,RES-ANOMALY,AC3 6ch
The.Shawshank.Redemption.1994.2160p.PCOK.WEB-DL.DDP.5.1.DV.HDR.H.265-PiRaTeS/The.Shawshank.Redemption.1994.2160p.PCOK.WEB-DL.DDP.5.1.DV.HDR.H.265-PiRaTeS.mkv,The Shawshank Redemption,1994,HEVC,2160p,3840,2160,23.976,8552.51,15.39,15459.2,0.0777,STARVED,EAC3 6ch
The Sheep Detectives 2026 2160p AMZN WEB-DL DDP5 1 Atmos DV HDR H 265-FLUX/The Sheep Detectives 2026 2160p AMZN WEB-DL DDP5 1 Atmos DV HDR H 265-FLUX.mkv,The Sheep Detectives,2026,HEVC,2160p,3840,1920,24.0,6874.71,11.91,14879.5,0.0841,OPTIMAL,EAC3 6ch
The Shining 1980 UHD BluRay 2160p DD 5 1 DV HDR10Plus x265-BHDStudio/The Shining 1980 UHD BluRay 2160p DD 5 1 DV HDR10Plus x265-BHDStudio.mp4,The Shining,1980,HEVC,2160p,3840,2160,23.976,8625.76,16.73,16655.7,0.0838,OPTIMAL,AC3 6ch
The.Silence.of.the.Lambs.1991.PROPER.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed/The.Silence.of.the.Lambs.1991.PROPER.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed.mkv,The Silence of the Lambs,1991,HEVC,2160p,3840,2076,23.976,7113.52,15.53,18755.9,0.0981,OPTIMAL,EAC3 6ch
The.Sixth.Sense.1999.2160p.UHD.BluRay.HDR10.DD+5.1.AV1-Smokindevil/The.Sixth.Sense.1999.2160p.UHD.BluRay.HDR10.DD+5.1.AV1-Smokindevil.mkv,The Sixth Sense,1999,AV1,2160p,3840,2076,23.976,6443.15,13.99,18648.8,0.0976,REFERENCE/HEAVY,EAC3 6ch
The.Sound.of.Music.1965.2160p.DSNP.WEB-DL.DD+5.1.Atmos.DoVi.HDR.H.265-playWEB/The.Sound.of.Music.1965.2160p.DSNP.WEB-DL.DD+5.1.Atmos.DoVi.HDR.H.265-playWEB.mkv,The Sound of Music,1965,HEVC,2160p,3840,2160,23.976,10476.58,19.38,15888.6,0.0799,STARVED,EAC3 6ch
The.Sting.1973.REPACK.1080p.UHD.BluRay.DDP.5.1.HDR10.x265-c0kE/The.Sting.1973.REPACK.1080p.UHD.BluRay.DDP.5.1.HDR10.x265-c0kE.mkv,The Sting,1973,HEVC,1080p,1920,1038,23.976,7757.24,28.92,32018.9,0.6701,RES-ANOMALY,EAC3 6ch
The.Terminator.1984.REMASTERED-2160p.BluRay.HDR10.Encode.AV1.DTS.5.1-R and H/The.Terminator.1984.REMASTERED-2160p.BluRay.HDR10.Encode.AV1.DTS.5.1-R_and_H/The.Terminator.1984.REMASTERED-2160p.BluRay.HDR10.Encode.AV1.DTS.5.1-R_and_H.mkv,The Terminator,1984,AV1,2160p,3840,2160,23.976,6447.48,6.7,8929.6,0.0449,STARVED,DTS 6ch
The.Thing.1982.2160p.WEB-DL.DTS-HD.MA.4.1.HDR.H.265-FLUX/The.Thing.1982.2160p.WEB-DL.DTS-HD.MA.4.1.HDR.H.265-FLUX.mkv,The Thing,1982,HEVC,2160p,3840,1634,23.976,6518.64,22.49,29636.3,0.197,REFERENCE/HEAVY,DTS 5ch
The.Third.Man.1949.UHD.BluRay.2160p.DD.1.0.DV.HDR.x265-BHDStudio/The.Third.Man.1949.UHD.BluRay.2160p.DD.1.0.DV.HDR.x265-BHDStudio.mp4,The Third Man,1949,HEVC,2160p,2960,2160,23.976,6268.58,12.04,16498.5,0.1076,OPTIMAL,AC3 1ch
The.Treasure.Of.The.Sierra.Madre.1948.1080p.BluRay.DD1.0.X264-CtrlHD/The.Treasure.Of.The.Sierra.Madre.1948.1080p.BluRay.DD1.0.X264-CtrlHD.mkv,The Treasure Of The Sierra Madre,1948,H264,1080p,1480,1080,23.976,7569.6,11.19,12695.6,0.3313,RES-ANOMALY,AC3 1ch
The.Truman.Show.1998.2160p.PMTP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/The.Truman.Show.1998.2160p.PMTP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,The Truman Show,1998,HEVC,2160p,3840,2160,23.976,6181.12,10.63,14777.8,0.0743,STARVED,EAC3 6ch
The.Wild.Robot.2024.2160p.WEB-DL.EAC3.HDR.DV.AV1-TiZU/The.Wild.Robot.2024.2160p.WEB-DL.EAC3.HDR.DV.AV1-TiZU.mkv,The Wild Robot,2024,AV1,2160p,3840,1602,23.976,6100.68,8.64,12170.5,0.0825,REFERENCE/HEAVY,EAC3 6ch
The.Wizard.of.Oz.1939.2160p.UHD.BluRay.DV.HDR10.DD+5.1.AV1-Smokindevil/The.Wizard.of.Oz.1939.2160p.UHD.BluRay.DV.HDR10.DD+5.1.AV1-Smokindevil.mkv,The Wizard of Oz,1939,AV1,2160p,2960,2160,23.976,6105.41,9.81,13795.3,0.09,REFERENCE/HEAVY,EAC3 6ch
The.Wolf.of.Wall.Street.2013.2160p.PMTP.WEB-DL.DDP5.1.HDR.DV.HEVC-PiRaTeS/The.Wolf.of.Wall.Street.2013.2160p.PMTP.WEB-DL.DDP5.1.HDR.DV.HEVC-PiRaTeS.mkv,The Wolf of Wall Street,2013,HEVC,2160p,3840,2160,23.976,10792.35,17.43,13871.0,0.0698,STARVED,EAC3 6ch
The.Wolverine.2013.Theatrical.Cut.2160p.AMZN.WEB.DV.HDR10.10.bit.Encode.AV1.DTS.5.1-R&H.mkv/The.Wolverine.2013.Theatrical.Cut.2160p.AMZN.WEB.DV.HDR10.10.bit.Encode.AV1.DTS.5.1-R&H.mkv,The Wolverine,2013,AV1,2160p,3840,1600,23.976,7567.72,5.55,6303.7,0.0428,STARVED,DTS 6ch
The.Deer.Hunter.1978-2160p.BluRay.HDR10.10.bit.Encode.AV1.DDP.5.1-R and H/The.Deer.Hunter.1978-2160p.BluRay.HDR10.10.bit.Encode.AV1.DDP.5.1-R and H.mkv,The.Deer.Hunter.1978-2160p.BluRay.HDR10.10.bit.Encode.AV1.DDP.5.1-R and H,0,AV1,2160p,3840,1632,24.0,11026.75,10.75,8374.8,0.0557,OPTIMAL,EAC3 6ch
The.Usual.Suspects.1995-2160p.BluRay.HDR10.10.bit.Encode.AV1.DDP.5.1-R&H.mkv-xpost/The.Usual.Suspects.1995-2160p.BluRay.HDR10.10.bit.Encode.AV1.DDP.5.1-R&H.mkv-xpost.mkv,The.Usual.Suspects.1995-2160p.BluRay.HDR10.10.bit.Encode.AV1.DDP.5.1-R&H.mkv-xpost,0,AV1,2160p,3840,1604,24.0,6342.71,5.13,6951.9,0.047,OPTIMAL,EAC3 6ch
The_Exorcist_1973_Director_s_Cut_2160p_BluRay_TrueHD_Atmos_7_1_HDR10_AV1-R_H/The_Exorcist_1973_Director_s_Cut_2160p_BluRay_TrueHD_Atmos_7_1_HDR10_AV1-R_H.mkv,The_Exorcist_1973_Director_s_Cut_2160p_BluRay_TrueHD_Atmos_7_1_HDR10_AV1-R_H,0,AV1,2160p,3840,2160,23.976,7940.39,10.73,11611.1,0.0584,OPTIMAL,TRUEHD 8ch
There.Will.Be.Blood.2007.1080p.BluRay.Opus.5.1.AV1-GanG/There.Will.Be.Blood.2007.1080p.BluRay.Opus.5.1.AV1-GanG.mkv,There Will Be Blood,2007,AV1,1080p,1920,800,23.976,9502.38,5.72,5172.5,0.1405,RES-ANOMALY,OPUS 6ch
Three.Billboards.Outside.Ebbing.Missouri.2017.1080p.UHD.BluRay.DD+5.1.DoVi.x265-SA89/Three.Billboards.Outside.Ebbing.Missouri.2017.1080p.UHD.BluRay.DD+5.1.DoVi.x265-SA89.mkv,Three Billboards Outside Ebbing Missouri,2017,HEVC,1080p,1920,804,23.976,6920.86,18.26,22666.4,0.6124,RES-ANOMALY,EAC3 6ch
To.Kill.a.Mockingbird.1962.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed/To.Kill.a.Mockingbird.1962.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed.mkv,To Kill a Mockingbird,1962,HEVC,2160p,3840,2076,23.976,7753.02,15.08,16704.4,0.0874,OPTIMAL,EAC3 6ch
Top.Gun.Maverick.2022.2160p.ATVP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Top.Gun.Maverick.2022.2160p.ATVP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Top Gun Maverick,2022,HEVC,2160p,3840,1608,23.976,7814.56,13.75,15116.6,0.1021,OPTIMAL,EAC3 6ch
Toy.Story.1995.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Toy.Story.1995.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Toy Story,1995,HEVC,2160p,3840,2160,23.976,4862.44,8.3,14664.0,0.0737,STARVED,EAC3 6ch
Toy.Story.3.2010.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Toy.Story.3.2010.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Toy Story 3,2010,HEVC,2160p,3840,2160,23.976,6150.46,10.42,14555.2,0.0732,STARVED,EAC3 6ch
Toy.Story.5.2026.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-BYNDR/Toy.Story.5.2026.2160p.MA.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-BYNDR.mkv,Toy Story 5,2026,HEVC,2160p,3840,2160,24.0,6106.75,18.23,25637.9,0.1288,OPTIMAL,EAC3 6ch
Trainspotting 1996 Criterion Collection 2160p UHD BluRay DTS-HD MA 5.1 DV HDR x265-HiDt/Trainspotting 1996 Criterion Collection 2160p UHD BluRay DTS-HD MA 5.1 DV HDR x265-HiDt.mkv,Trainspotting,1996,HEVC,2160p,3840,2076,23.976,5653.19,35.13,53373.4,0.2792,REFERENCE/HEAVY,DTS 6ch
True.Grit.2010.1080p.Bluray.OPUS.5.1.AV1-WhiskeyJack/True.Grit.2010.1080p.Bluray.OPUS.5.1.AV1-WhiskeyJack.mkv,True Grit,2010,AV1,1080p,1920,816,23.976,6620.42,4.45,5769.0,0.1536,RES-ANOMALY,OPUS 6ch
Unforgiven.1992.1080p.BluRay.DD5.1.x264-SA89/Unforgiven.1992.1080p.BluRay.DD5.1.x264-SA89.mkv,Unforgiven,1992,H264,1080p,1920,800,23.976,7841.31,13.46,14750.1,0.4005,RES-ANOMALY,AC3 6ch
Up.2009.2160p.Bluray.AC3.HDR.DV.AV1-TiZU/Up.2009.2160p.Bluray.AC3.HDR.DV.AV1-TiZU.mkv,Up,2009,AV1,2160p,3840,2160,23.976,5768.22,9.76,14541.7,0.0731,OPTIMAL,AC3 6ch
V.for.Vendetta.2005-2160p.BluRay.DV.HDR10.Encode.AV1.DTS.5.1-RandH/V.for.Vendetta.2005-2160p.BluRay.DV.HDR10.Encode.AV1.DTS.5.1-RandH.mkv,V.for.Vendetta.2005-2160p.BluRay.DV.HDR10.Encode.AV1.DTS.5.1-RandH,0,AV1,2160p,3840,2160,23.976,7953.58,9.48,10242.1,0.0515,OPTIMAL,DTS 6ch
Vertigo.1958.2160p.UHD.BluRay.DTS-HD.MA.7.1.HDR.x265-CtrlHD/Vertigo.1958.2160p.UHD.BluRay.DTS-HD.MA.7.1.HDR.x265-CtrlHD.mkv,Vertigo,1958,HEVC,2160p,3840,2076,23.976,7707.73,31.45,35044.2,0.1833,REFERENCE/HEAVY,DTS 8ch
WALL-E.2008.2160p.UHD.BluRay.TrueHD.7.1.Atmos.DV.HDR10P.x265-RandomBytes/WALL-E.2008.2160p.UHD.BluRay.TrueHD.7.1.Atmos.DV.HDR10P.x265-RandomBytes.mkv,WALL-E,2008,HEVC,2160p,3840,1608,23.976,5904.93,12.4,18035.5,0.1218,OPTIMAL,TRUEHD 8ch
Warrior.2011.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS/Warrior.2011.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS.mkv,Warrior,2011,H264,1080p,1920,1080,23.976,8392.48,13.84,14164.5,0.2849,RES-ANOMALY,EAC3 6ch
Whiplash.2014.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-hallowed/Whiplash.2014.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-hallowed.mkv,Whiplash,2014,HEVC,2160p,3840,1600,23.976,6417.41,12.6,16862.2,0.1145,OPTIMAL,EAC3 8ch
Wild.Tales.2014.1080p.BluRay.DD+5.1.x264-DON/Wild.Tales.2014.1080p.BluRay.DD+5.1.x264-DON.mkv,Wild Tales,2014,H264,1080p,1916,804,23.976,7325.47,15.59,18281.9,0.495,RES-ANOMALY,EAC3 6ch
