relative_path,title,year,codec,resolution,width,height,fps,duration_sec,size_gb,bitrate_kbps,bpp,status_flag,audio
For.a.Few.Dollars.More.1965.UHD.BluRay.2160p.DD.5.1.DV.HDR.x265-BHDStudio/For.a.Few.Dollars.More.1965.UHD.BluRay.2160p.DD.5.1.DV.HDR.x265-BHDStudio.mp4,For a Few Dollars More,1965,HEVC,2160p,3840,1632,23.976,7935.18,15.41,16680.8,0.111,OPTIMAL,AC3 6ch
Ford v Ferrari (2019) (2160p MA WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)/Ford v Ferrari (2019) (2160p MA WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE).mkv,Ford v Ferrari (2019) (2160p MA WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE),0,HEVC,2160p,3840,2160,23.976,9153.52,27.31,25629.1,0.1289,OPTIMAL,EAC3 6ch
Forrest.Gump.1994.UHD.BluRay.2160p.TrueHD.7.1.Atmos.DV.HDR.AV1-RandH/Forrest.Gump.1994.UHD.BluRay.2160p.TrueHD.7.1.Atmos.DV.HDR.AV1-RandH.mkv,Forrest Gump,1994,AV1,2160p,3840,2160,23.976,8528.44,12.37,12454.9,0.0626,OPTIMAL,TRUEHD 8ch
Full.Metal.Jacket.1987.UHD.BluRay.2160p.DTS-HD.MA.5.1.HDR10.AV1-RandH/Full.Metal.Jacket.1987.UHD.BluRay.2160p.DTS-HD.MA.5.1.HDR10.AV1-RandH.mkv,Full Metal Jacket,1987,AV1,2160p,3840,2160,23.976,6993.29,8.96,11002.1,0.0553,OPTIMAL,DTS 6ch
Fury.2014.2160p.UHD.BluRay.DV.HDR10.TrueHD.7.1.Atmos.AV1-Smokindevil/Fury.2014.2160p.UHD.BluRay.DV.HDR10.TrueHD.7.1.Atmos.AV1-Smokindevil.mkv,Fury,2014,AV1,2160p,3840,1606,23.976,8081.2,9.9,10518.5,0.0711,OPTIMAL,TRUEHD 8ch
Ghost.in.the.Shell.1995.REPACK.UHD.BluRay.2160p.DDP.Atmos.5.1.DV.HDR.x265-hallowed/Ghost.in.the.Shell.1995.REPACK.UHD.BluRay.2160p.DDP.Atmos.5.1.DV.HDR.x265-hallowed.mkv,Ghost in the Shell,1995,HEVC,2160p,3840,2074,23.976,4958.95,9.34,16185.8,0.0848,OPTIMAL,EAC3 6ch
Gladiator.2000.Bluray.2160p.AV1.HDR10.OPUS.7.1-UH/Gladiator.2000.Bluray.2160p.AV1.HDR10.OPUS.7.1-UH.mkv,Gladiator,2000,AV1,2160p,3840,1600,23.976,10256.52,12.42,10400.4,0.0706,OPTIMAL,OPUS 8ch
Gone.Girl.2014.BluRay.1080p.DDP.5.1.x264-hallowed/Gone.Girl.2014.BluRay.1080p.DDP.5.1.x264-hallowed.mkv,Gone Girl,2014,H264,1080p,1920,800,23.976,8941.93,11.11,10677.3,0.2899,RES-ANOMALY,EAC3 6ch
Gone.with.the.Wind.1939.75thAnniversary.Edition.Repack.1080p.BluRay.DDP5.1.x264-PTer/Gone.with.the.Wind.1939.75thAnniversary.Edition.Repack.1080p.BluRay.DDP5.1.x264-PTer.mkv,Gone with the Wind,1939,H264,1080p,1480,1080,23.976,13840.53,31.76,19709.0,0.5143,RES-ANOMALY,EAC3 6ch
Good.Will.Hunting.1997.1080p.Bluray.AV1.Opus.5.1-heTOrico/Good.Will.Hunting.1997.1080p.Bluray.AV1.Opus.5.1-heTOrico.mkv,Good Will Hunting,1997,AV1,1080p,1920,1040,23.976,7593.02,2.2,2490.1,0.052,RES-ANOMALY,OPUS 6ch
Goodfellas.1990.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed/Goodfellas.1990.UHD.BluRay.2160p.DDP.5.1.DV.HDR.x265-hallowed.mkv,Goodfellas,1990,HEVC,2160p,3840,2160,23.976,8721.76,17.06,16799.8,0.0845,OPTIMAL,EAC3 6ch
Gran.Torino.2008.1080p.BluRay.x264-DON/Gran.Torino.2008.1080p.BluRay.x264-DON.mkv,Gran Torino,2008,H264,1080p,1920,800,23.976,7000.64,8.75,10740.1,0.2916,RES-ANOMALY,AC3 6ch
Grand.Theft.Auto.VI.An.Extended.Look.2026.2160p.NF.WEB-DL.DDP5.1.H.265-FLUX/Grand.Theft.Auto.VI.An.Extended.Look.2026.2160p.NF.WEB-DL.DDP5.1.H.265-FLUX.mkv,Grand Theft Auto VI An Extended Look,2026,HEVC,2160p,3840,2160,30.0,1609.77,2.36,12608.3,0.0507,STARVED,EAC3 6ch
Grave.of.the.Fireflies.1988.1080p.BluRay.Opus.AV1-TiZU/Grave.of.the.Fireflies.1988.1080p.BluRay.Opus.AV1-TiZU.mkv,Grave of the Fireflies,1988,AV1,1080p,1920,1080,23.976,5314.01,3.3,5328.8,0.1072,RES-ANOMALY,OPUS 2ch
Green.Book.2018-2160p.BluRay.HDR10.Encode.AV1.DTS.5.1-RandH/Green.Book.2018-2160p.BluRay.HDR10.Encode.AV1.DTS.5.1-RandH.mkv,Green.Book.2018-2160p.BluRay.HDR10.Encode.AV1.DTS.5.1-RandH,0,AV1,2160p,3838,1918,23.976,7804.01,8.05,8863.4,0.0502,OPTIMAL,DTS 6ch
Greenland.2020.UHD.BluRay.2160p.DDP.Atmos.5.1.HDR.x265-hallowed/Greenland.2020.UHD.BluRay.2160p.DDP.Atmos.5.1.HDR.x265-hallowed.mkv,Greenland,2020,HEVC,2160p,3840,1604,23.976,7169.7,15.93,19087.2,0.1292,OPTIMAL,EAC3 6ch
Greenland.2.Migration.2026.UHD.BluRay.2160p.DDP.Atmos.5.1.HDR.x265-hallowed/Greenland.2.Migration.2026.UHD.BluRay.2160p.DDP.Atmos.5.1.HDR.x265-hallowed.mkv,Greenland 2 Migration,2026,HEVC,2160p,3840,1608,23.976,5878.87,13.05,19065.6,0.1288,OPTIMAL,EAC3 6ch
Hachiko.Eine.wunderbare.Freundschaft.2009.German.DL.AC3.1080p.BluRay.AV1-Bi0hazard/Hachiko.Eine.wunderbare.Freundschaft.2009.German.DL.AC3.1080p.BluRay.AV1-Bi0hazard.mkv,Hachiko Eine wunderbare Freundschaft,2009,AV1,1080p,1920,1040,23.976,5575.78,3.37,5194.4,0.1085,RES-ANOMALY,AC3 6ch
Hacksaw.Ridge.2016-2160p.BluRay.DV.HDR10.TrueHD.Atmos.7.1.AV1-RandH/Hacksaw.Ridge.2016-2160p.BluRay.DV.HDR10.TrueHD.Atmos.7.1.AV1-RandH.mkv,Hacksaw.Ridge.2016-2160p.BluRay.DV.HDR10.TrueHD.Atmos.7.1.AV1-RandH,0,AV1,2160p,3840,2160,23.976,8359.42,13.05,13410.5,0.0674,OPTIMAL,TRUEHD 8ch
Hamilton.2025.UHD.BluRay.2160p.DDP.Atmos.5.1.DV.HDR.x265-hallowed/Hamilton.2025.UHD.BluRay.2160p.DDP.Atmos.5.1.DV.HDR.x265-hallowed.mkv,Hamilton,2025,HEVC,2160p,3840,2076,23.976,9618.32,21.52,19220.1,0.1006,OPTIMAL,EAC3 6ch
Harry.Potter.and.the.Deathly.Hallows.Part.2.2011.2160p.BluRay.DTS-X.7.1.DV.HDR.AV1-RandH/Harry.Potter.and.the.Deathly.Hallows.Part.2.2011.2160p.BluRay.DTS-X.7.1.DV.HDR.AV1-RandH.mkv,Harry Potter and the Deathly Hallows Part 2,2011,AV1,2160p,3840,2160,23.976,7826.28,10.49,11519.0,0.0579,OPTIMAL,DTS 8ch
Heat.1995.REPACK.UHD.BluRay.2160p.DDP.5.1.HDR.x265-hallowed/Heat.1995.REPACK.UHD.BluRay.2160p.DDP.5.1.HDR.x265-hallowed.mkv,Heat,1995,HEVC,2160p,3840,1600,23.976,10217.92,22.27,18721.9,0.1271,OPTIMAL,EAC3 6ch
High.and.Low.1963.1080p.BluRay.FLAC2.0.x264-ZoroSenpai/High.and.Low.1963.1080p.BluRay.FLAC2.0.x264-ZoroSenpai.mkv,High and Low,1963,H264,1080p,1920,804,23.976,8610.43,24.67,24614.7,0.6651,RES-ANOMALY,FLAC 2ch
Hoosiers.1986.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS/Hoosiers.1986.1080p.AMZN.WEB-DL.DDP.5.1.H.264-PiRaTeS.mkv,Hoosiers,1986,H264,1080p,1920,1040,23.976,6911.58,11.88,14763.7,0.3084,RES-ANOMALY,EAC3 6ch
Hotel.Rwanda.2004.1080p.BluRay.AC3.x264.D-Z0N3/Hotel.Rwanda.2004.1080p.BluRay.AC3.x264.D-Z0N3.mkv,Hotel Rwanda,2004,H264,1080p,1920,816,23.976,7311.21,16.9,19850.9,0.5285,RES-ANOMALY,AC3 6ch
How.to.Train.Your.Dragon.2010.2160p.PCOK.WEB-DL.DDP.5.1.HDR.H.265-PiRaTeS/How.to.Train.Your.Dragon.2010.2160p.PCOK.WEB-DL.DDP.5.1.HDR.H.265-PiRaTeS.mkv,How to Train Your Dragon,2010,HEVC,2160p,3840,2160,23.976,5891.14,10.56,15399.1,0.0774,STARVED,EAC3 6ch
Howls.Moving.Castle.2004.1080p.BluRay.Opus.AV1-TiZU/Howls.Moving.Castle.2004.1080p.BluRay.Opus.AV1-TiZU.mkv,Howls Moving Castle,2004,AV1,1080p,1920,1080,23.976,7167.24,4.91,5885.3,0.1184,RES-ANOMALY,OPUS 6ch
I Swear 2025 2160p iT WEB-DL DDP5 1 DV HDR H 265-MADSKY/I Swear 2025 2160p iT WEB-DL DDP5 1 DV HDR H 265-MADSKY.mkv,I Swear,2025,HEVC,2160p,3836,2072,24.0,7243.5,21.29,25250.3,0.1324,OPTIMAL,EAC3 6ch
Ikiru.1952.1080p.BluRay.FLAC1.0.x264-ZoroSenpai/Ikiru.1952.1080p.BluRay.FLAC1.0.x264-ZoroSenpai.mkv,Ikiru,1952,H264,1080p,1482,1080,23.976,8568.27,21.12,21171.1,0.5517,RES-ANOMALY,FLAC 1ch
Incendies.2010.2160p.BluRay.DTS-HD.MA.5.1.DV.HDR10.x265-MainFrame/Incendies.2010.2160p.BluRay.DTS-HD.MA.5.1.DV.HDR10.x265-MainFrame.mkv,Incendies,2010,HEVC,2160p,3840,2076,24.0,7839.5,34.62,37939.2,0.1983,REFERENCE/HEAVY,DTS 6ch
Inception.2010.Bluray.2160p.AV1.HDR10.AC3.5.1-UH/Inception.2010.Bluray.2160p.AV1.HDR10.AC3.5.1-UH.mkv,Inception,2010,AV1,2160p,3840,1600,23.976,8888.3,8.48,8197.4,0.0556,OPTIMAL,AC3 6ch
Indiana.Jones.and.the.Last.Crusade.1989.2160p.BluRay.TrueHD.Atmos.7.1.DV.HDR.AV1-RandH/Indiana.Jones.and.the.Last.Crusade.1989.2160p.BluRay.TrueHD.Atmos.7.1.DV.HDR.AV1-RandH.mkv,Indiana Jones and the Last Crusade,1989,AV1,2160p,3840,2160,23.976,7611.9,11.45,12920.9,0.065,OPTIMAL,TRUEHD 8ch
Indiana Jones and the Raiders of the Lost Ark 1981 2160p BluRay TrueHD Atmos 7 1 DV HDR AV1-RandH/Indiana Jones and the Raiders of the Lost Ark 1981 2160p BluRay TrueHD Atmos 7 1 DV HDR AV1-RandH.mkv,Indiana Jones and the Raiders of the Lost Ark,1981,AV1,2160p,3840,2160,23.976,6918.08,10.16,12619.8,0.0635,OPTIMAL,TRUEHD 8ch
Inglourious.Basterds.2009.2160p.UHD.BluRay.HDR10.DTS-HD.MA.5.1.AV1-Smokindevil/Inglourious.Basterds.2009.2160p.UHD.BluRay.HDR10.DTS-HD.MA.5.1.AV1-Smokindevil.mkv,Inglourious Basterds,2009,AV1,2160p,3840,1600,23.976,9172.84,11.35,10631.4,0.0722,OPTIMAL,DTS 6ch
Inside.Out.2015.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Inside.Out.2015.2160p.DSNP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Inside Out,2015,HEVC,2160p,3840,2160,23.976,5676.45,9.55,14445.5,0.0726,STARVED,EAC3 6ch
Interstellar 2014 2160p BluRay DTS-HD MA 5 1 DV HDR AV1-RandH/Interstellar 2014 2160p BluRay DTS-HD MA 5 1 DV HDR AV1-RandH.mkv,Interstellar,2014,AV1,2160p,3840,2160,23.976,10144.22,16.59,14050.5,0.0707,OPTIMAL,DTS 6ch
Its.a.Wonderful.Life.1946.UHD.BluRay.2160p.AAC.2.0.DV.HDR.x265-hallowed/Its.a.Wonderful.Life.1946.UHD.BluRay.2160p.AAC.2.0.DV.HDR.x265-hallowed.mkv,Its a Wonderful Life,1946,HEVC,2160p,2964,2160,23.976,7832.47,14.83,16262.8,0.1059,OPTIMAL,AAC 2ch
Jack.Reacher.2012.2160p.BluRay.DTS-HD.MA.7.1.DV.HDR.AV1-RandH/Jack.Reacher.2012.2160p.BluRay.DTS-HD.MA.7.1.DV.HDR.AV1-RandH.mkv,Jack Reacher,2012,AV1,2160p,3840,2160,23.976,7824.48,12.34,13547.5,0.0681,OPTIMAL,DTS 8ch
Jai.Bhim.2021.2160p.AMZN.WEB-DL.DD+5.1.HDR.H.265-playWEB/Jai.Bhim.2021.2160p.AMZN.WEB-DL.DD+5.1.HDR.H.265-playWEB.mkv,Jai Bhim,2021,HEVC,2160p,3840,1600,24.0,9843.0,17.71,15456.9,0.1048,OPTIMAL,EAC3 6ch
Jaws.1975.2160p.PCOK.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-Kitsune/Jaws.1975.2160p.PCOK.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-Kitsune.mkv,Jaws,1975,HEVC,2160p,3840,2160,23.976,7519.62,13.76,15716.5,0.079,STARVED,EAC3 6ch
Jodaeiye Nader az Simin 2011 1080p BluRay DD3.0 x264-EA/Jodaeiye Nader az Simin 2011 1080p BluRay DD3.0 x264-EA.mkv,Jodaeiye Nader az Simin,2011,H264,1080p,1920,1040,23.976,7385.41,16.71,19433.6,0.4059,RES-ANOMALY,AC3 3ch
John.Wick.2014.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-Rob74K/John.Wick.2014.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-Rob74K.mkv,John Wick,2014,AV1,2160p,3840,1600,23.976,6073.98,12.9,18248.5,0.1239,REFERENCE/HEAVY,TRUEHD 8ch
John.Wick.Chapter.2.2017.UHD.BluRay.2160p.TrueHD.Atmos.7.1.AV1-Rob74K/John.Wick.Chapter.2.2017.UHD.BluRay.2160p.TrueHD.Atmos.7.1.AV1-Rob74K.mkv,John Wick Chapter 2,2017,AV1,2160p,3840,1600,23.976,7343.26,12.65,14801.1,0.1005,REFERENCE/HEAVY,TRUEHD 8ch
John.Wick.Chapter.3.Parabellum.2019.2160p.UHD.BluRay.DV.HDR.TrueHD.7.1.Atmos-AV1-CoSMiCSuRFeR/John.Wick.Chapter.3.Parabellum.2019.2160p.UHD.BluRay.DV.HDR.TrueHD.7.1.Atmos-AV1-CoSMiCSuRFeR.mkv,John Wick Chapter 3 Parabellum,2019,AV1,2160p,3840,1600,23.976,7867.88,34.52,37687.4,0.2558,REFERENCE/HEAVY,TRUEHD 8ch
John.Wick.Chapter.4.2023.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-CoSMiCSuRFeR/John.Wick.Chapter.4.2023.UHD.BluRay.2160p.TrueHD.Atmos.7.1.DV.HDR.AV1-CoSMiCSuRFeR.mkv,John Wick Chapter 4,2023,AV1,2160p,3840,1608,23.976,10158.18,17.76,15016.0,0.1014,REFERENCE/HEAVY,TRUEHD 8ch
Johnny.English.2003.2160p.iT.WEB-DL.DTS-HD.MA.5.1.DV.HDR.HEVC-BLUTONiUM/Johnny.English.2003.2160p.iT.WEB-DL.DTS-HD.MA.5.1.DV.HDR.HEVC-BLUTONiUM.mkv,Johnny English,2003,HEVC,2160p,3832,2072,24.0,5263.32,16.32,26631.2,0.1398,OPTIMAL,DTS 6ch
Joker.2019.2160p.BluRay.TrueHD.Atmos.7.1.DV.HDR.AV1-RandH/Joker.2019.2160p.BluRay.TrueHD.Atmos.7.1.DV.HDR.AV1-RandH.mkv,Joker,2019,AV1,2160p,3840,2160,23.976,7309.12,12.4,14576.0,0.0733,OPTIMAL,TRUEHD 8ch
Judgment.At.Nuremberg.1961.1080p.BluRay.AV1-SWAXXON/Judgment.At.Nuremberg.1961.1080p.BluRay.AV1-SWAXXON.mkv,Judgment At Nuremberg,1961,AV1,1080p,1792,1080,23.976,10750.72,3.1,2478.8,0.0534,RES-ANOMALY,AAC 6ch
Jurassic.Park.1993.2160p.UHD.BluRay.DD+5.1.HDR.AV1-Smokindevil/Jurassic.Park.1993.2160p.UHD.BluRay.DD+5.1.HDR.AV1-Smokindevil.mkv,Jurassic Park,1993,AV1,2160p,3840,2076,23.976,7588.03,10.89,12328.0,0.0645,OPTIMAL,EAC3 6ch
Jurassic.Park.III.2001.PROPER.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-hallowed/Jurassic.Park.III.2001.PROPER.UHD.BluRay.2160p.DDP.7.1.DV.HDR.x265-hallowed.mkv,Jurassic Park III,2001,HEVC,2160p,3840,2076,23.976,5534.3,12.13,18828.6,0.0985,OPTIMAL,EAC3 8ch
Jurassic.World.2015.2160p.PCOK.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Jurassic.World.2015.2160p.PCOK.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Jurassic World,2015,HEVC,2160p,3840,2160,23.976,7463.46,13.67,15729.2,0.0791,STARVED,EAC3 6ch
Jurassic.World.Fallen.Kingdom.2018.2160p.PCOK.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/Jurassic.World.Fallen.Kingdom.2018.2160p.PCOK.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,Jurassic World Fallen Kingdom,2018,HEVC,2160p,3840,2160,23.976,7698.05,14.06,15691.5,0.0789,STARVED,EAC3 6ch
Kill.Bill.The.Whole.Bloody.Affair.2004.2160p.PCOK.WEB-DL.DDP.5.1.DV.HDR.H.265-PiRaTeS/Kill.Bill.The.Whole.Bloody.Affair.2004.2160p.PCOK.WEB-DL.DDP.5.1.DV.HDR.H.265-PiRaTeS.mkv,Kill Bill The Whole Bloody Affair,2004,HEVC,2160p,3840,2160,23.976,15187.78,27.17,15364.9,0.0773,STARVED,EAC3 6ch
Kill.Bill.Vol.1.2003.2160p.PCOK.WEB-DL.DDP.5.1.DV.HDR.H.265-PiRaTeS/Kill.Bill.Vol.1.2003.2160p.PCOK.WEB-DL.DDP.5.1.DV.HDR.H.265-PiRaTeS.mkv,Kill Bill Vol 1,2003,HEVC,2160p,3840,2160,23.976,6670.46,11.85,15262.5,0.0767,STARVED,EAC3 6ch
Klaus.2019.2160p.NF.WEB-DL.DDP.5.1.Atmos.DoVi.HDR.HEVC-SiC/Klaus.2019.2160p.NF.WEB-DL.DDP.5.1.Atmos.DoVi.HDR.HEVC-SiC.mkv,Klaus,2019,HEVC,2160p,3840,2160,24.0,5901.38,5.29,7697.2,0.0387,STARVED,EAC3 6ch
L A Confidential 1997 Hybrid 1080p BluRay DDP5 1 x264-ZoroSenpai/L A Confidential 1997 Hybrid 1080p BluRay DDP5 1 x264-ZoroSenpai.mkv,L A Confidential,1997,H264,1080p,1920,800,23.976,8261.34,19.67,20448.1,0.5552,RES-ANOMALY,EAC3 6ch
La battaglia di Algeri 1966 1080p Bluray FLAC1 0 x264-DON/La battaglia di Algeri 1966 1080p Bluray FLAC1 0 x264-DON.mkv,La battaglia di Algeri,1966,H264,1080p,1888,1020,23.976,7299.59,13.16,15484.1,0.3354,RES-ANOMALY,FLAC 1ch
La.haine.1995.2160p.UHD.BluRay.DTS-HD.MA.5.1.DoVi.HDR.x265-PTer.mkv-xpost/La.haine.1995.2160p.UHD.BluRay.DTS-HD.MA.5.1.DoVi.HDR.x265-PTer.mkv-xpost.mkv,La haine,1995,HEVC,2160p,3840,2076,24.0,5887.97,34.65,50557.3,0.2642,REFERENCE/HEAVY,DTS 6ch
La.La.Land.2016.2160p.ATVP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS/La.La.Land.2016.2160p.ATVP.WEB-DL.DDPA.5.1.DV.HDR.H.265-PiRaTeS.mkv,La La Land,2016,HEVC,2160p,3840,1506,23.976,7685.89,22.34,24965.3,0.1801,REFERENCE/HEAVY,EAC3 6ch
La.passion.de.Jeanne.dArc.1928.1080p.BluRay.x264-DON/La.passion.de.Jeanne.dArc.1928.1080p.BluRay.x264-DON.mkv,La passion de Jeanne dArc,1928,H264,1080p,1440,1080,23.976,4892.54,9.88,17344.3,0.4652,RES-ANOMALY,AC3 1ch
Ladri.di.biciclette.1948.1080p.BluRay.FLAC1.0.x264-BMF/Ladri.di.biciclette.1948.1080p.BluRay.FLAC1.0.x264-BMF.mkv,Ladri di biciclette,1948,H264,1080p,1440,1080,23.976,5315.99,9.54,15412.0,0.4133,RES-ANOMALY,FLAC 1ch
Lawrence.of.Arabia.1962-2160p.BluRay.DV.HDR10.Encode.AV1.DTS.5.1-RandH/Lawrence.of.Arabia.1962-2160p.BluRay.DV.HDR10.Encode.AV1.DTS.5.1-RandH.mkv,Lawrence.of.Arabia.1962-2160p.BluRay.DV.HDR10.Encode.AV1.DTS.5.1-RandH,0,AV1,2160p,3840,1746,23.976,13621.61,14.93,9415.3,0.0586,OPTIMAL,DTS 6ch
Le.salaire.de.la.peur.1953.AKA.The.Wages.of.Fear.1080p.UHD.BluRay.FLAC1.0.DoVi.HDR10.x265-BV/Le.salaire.de.la.peur.1953.AKA.The.Wages.of.Fear.1080p.UHD.BluRay.FLAC1.0.DoVi.HDR10.x265-BV.mkv,Le salaire de la peur,1953,HEVC,1080p,1478,1080,24.0,9182.36,27.96,26155.6,0.6827,RES-ANOMALY,FLAC 1ch
Leon.1994.International.Cut.2160p.BluRay.TrueHD.Atmos.7.1.DV.HDR.AV1-RandH/Leon.1994.International.Cut.2160p.BluRay.TrueHD.Atmos.7.1.DV.HDR.AV1-RandH.mkv,Leon,1994,AV1,2160p,3840,2160,24.0,7966.29,12.69,13686.9,0.0688,OPTIMAL,TRUEHD 8ch
Life.is.Beautiful.1997.Theatrical.Cut.BluRay.1080p.DDP.5.1.x264-hallowed/Life.is.Beautiful.1997.Theatrical.Cut.BluRay.1080p.DDP.5.1.x264-hallowed.mkv,Life is Beautiful,1997,H264,1080p,1920,1038,24.0,7459.01,10.94,12598.4,0.2634,RES-ANOMALY,EAC3 6ch
Lock Stock and Two Smoking Barrels 1998 BluRay 1080p DDP 5 1 x264-hallowed/Lock Stock and Two Smoking Barrels 1998 BluRay 1080p DDP 5 1 x264-hallowed.mkv,Lock Stock and Two Smoking Barrels,1998,H264,1080p,1920,1040,23.976,6429.42,8.04,10738.4,0.2243,RES-ANOMALY,EAC3 6ch
Locke.2013.1080p.BluRay.DD+5.1.x264-LoRD/Locke.2013.1080p.BluRay.DD+5.1.x264-LoRD.mkv,Locke,2013,H264,1080p,1920,800,23.976,5089.95,10.28,17347.8,0.4711,RES-ANOMALY,EAC3 6ch
Logan (2017) (2160p DSNP WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE)/Logan (2017) (2160p DSNP WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE).mkv,Logan (2017) (2160p DSNP WEB-DL Hybrid H265 DV HDR DDP Atmos 5.1 English - HONE),0,HEVC,2160p,3840,2160,23.976,8241.28,16.59,17287.9,0.0869,OPTIMAL,EAC3 6ch
M.1931.1080p.BluRay.FLAC.x264-ZQ/M.1931.1080p.BluRay.FLAC.x264-ZQ.mkv,M,1931,H264,1080p,1288,1080,23.976,6686.1,16.05,20626.2,0.6184,RES-ANOMALY,FLAC 2ch
Mad.Max.Fury.Road.2015-2160p.BluRay.DV.HDR.10.bit.Encode.AV1.DTS.5.1-R and H/Mad.Max.Fury.Road.2015-2160p.BluRay.DV.HDR.10.bit.Encode.AV1.DTS.5.1-R and H.mkv,Mad.Max.Fury.Road.2015-2160p.BluRay.DV.HDR.10.bit.Encode.AV1.DTS.5.1-R and H,0,AV1,2160p,3840,2160,23.976,7221.09,7.47,8886.3,0.0447,STARVED,DTS 6ch
Magic Mike 2012 2160p MA WEB-DL DTS-HD MA 5 1 DV HDR H 265-FLUX/Magic Mike 2012 2160p MA WEB-DL DTS-HD MA 5 1 DV HDR H 265-FLUX.mkv,Magic Mike,2012,HEVC,2160p,3840,2160,23.976,6624.33,21.63,28047.6,0.141,REFERENCE/HEAVY,DTS 6ch
Mary.and.Max.2009.BluRay.1080p.DD.5.1.x264-BHDStudio/Mary.and.Max.2009.BluRay.1080p.DD.5.1.x264-BHDStudio.mp4,Mary and Max,2009,H264,1080p,1912,1044,23.976,5535.97,5.53,8577.6,0.1792,RES-ANOMALY,AC3 6ch
Masters.of.the.Universe.2026.2160p.AMZN.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Masters.of.the.Universe.2026.2160p.AMZN.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv,Masters of the Universe,2026,HEVC,2160p,3840,1600,24.0,8634.58,19.53,19426.4,0.1317,OPTIMAL,EAC3 6ch
Melancholia.2011.1080p.BluRay.DD+5.1.x264-playHD/Melancholia.2011.1080p.BluRay.DD+5.1.x264-playHD.mkv,Melancholia,2011,H264,1080p,1920,818,25.0,7793.5,16.21,17870.9,0.4551,RES-ANOMALY,EAC3 6ch
Memento.2000.1080p.BluRay.OPUS.5.1.AV1-GanG/Memento.2000.1080p.BluRay.OPUS.5.1.AV1-GanG.mkv,Memento,2000,AV1,1080p,1918,816,23.976,6806.64,4.37,5517.7,0.147,RES-ANOMALY,OPUS 6ch
Memories.of.Murder.AKA.Salinui.chueok.2003.2160p.BluRay.DTS-HD.MA.7.1.AV1-R&H.mkv-xpost/Memories.of.Murder.AKA.Salinui.chueok.2003.2160p.BluRay.DTS-HD.MA.7.1.AV1-R&H.mkv-xpost.mkv,Memories of Murder AKA Salinui chueok,2003,AV1,2160p,3840,2160,24.0,7847.96,12.09,13228.5,0.0665,OPTIMAL,DTS 8ch
Metropolis.1927.1080p.BluRay.AV1.Opus.5.1-dAV1nci.mkv-[N-Z-B]/Metropolis.1927.1080p.BluRay.AV1.Opus.5.1-dAV1nci.mkv,Metropolis,1927,AV1,1080p,1440,1080,24.0,9008.87,3.65,3485.0,0.0934,RES-ANOMALY,OPUS 6ch
Million.Dollar.Baby.2004.1080p.BluRay.DD+7.1.x264-LoRD/Million.Dollar.Baby.2004.1080p.BluRay.DD+7.1.x264-LoRD.mkv,Million Dollar Baby,2004,H264,1080p,1920,802,23.976,7951.05,11.91,12870.4,0.3486,RES-ANOMALY,EAC3 8ch
Minions.and.Monsters.2026.2160p.iT.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-BYNDR/Minions.and.Monsters.2026.2160p.iT.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-BYNDR.mkv,Minions and Monsters,2026,HEVC,2160p,3840,1540,23.976,5397.5,15.85,25224.1,0.1779,REFERENCE/HEAVY,EAC3 6ch
Modern.Times.1936.JPN.1080p.BluRay.FLAC.1.0.x264.D-Z0N3/Modern.Times.1936.JPN.1080p.BluRay.FLAC.1.0.x264.D-Z0N3.mkv,Modern Times,1936,H264,1080p,1440,1076,23.976,5226.24,10.96,18010.5,0.4848,RES-ANOMALY,FLAC 1ch
